Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-06-11,25.791478411488786,25.845136133565394,25.70204887469444,25.809364318847656,647400,11,4,23,6,1993
1993-06-14,25.84514136119157,25.863027272168175,25.773597717285156,25.773597717285156,64200,14,0,24,6,1993
1993-06-15,25.809352515304205,25.827238414483208,25.71992301940918,25.71992301940918,142400,15,1,24,6,1993
1993-06-16,25.71993998435535,25.773597717285156,25.648396340448937,25.773597717285156,330900,16,2,24,6,1993
1993-06-17,25.827248131420934,25.863019943237305,25.773590413696375,25.863019943237305,37400,17,3,24,6,1993
1993-06-18,25.848167491762826,25.848167491762826,25.650028228759766,25.650028228759766,58500,18,4,24,6,1993
1993-06-21,25.722097069380077,25.722097069380077,25.668059050326757,25.704084396362305,29300,21,0,25,6,1993
1993-06-22,25.740102435360438,25.740102435360438,25.686064431647292,25.722089767456055,137500,22,1,25,6,1993
1993-06-23,25.72208732901529,25.72208732901529,25.48792266845703,25.48792266845703,227600,23,2,25,6,1993
1993-06-24,25.55997018135741,25.83016014099121,25.55997018135741,25.83016014099121,243700,24,3,25,6,1993
1993-06-25,25.81214141845703,25.88419205744784,25.79412875870933,25.81214141845703,44800,25,4,25,6,1993
1993-06-28,25.93823735017954,26.100351333618164,25.902212020526513,26.100351333618164,439900,28,0,26,6,1993
1993-06-29,26.064331302034375,26.064331302034375,25.938242622618866,25.974267959594727,207500,29,1,26,6,1993
1993-06-30,26.010293296570584,26.064331302034375,25.938242622618866,25.974267959594727,437600,30,2,26,6,1993
1993-07-01,26.01029770894906,26.01029770894906,25.866196336600314,25.9022216796875,605700,1,3,26,7,1993
1993-07-02,25.812125103290263,25.830137751652643,25.668023916391228,25.758087158203125,285400,2,4,26,7,1993
1993-07-06,25.72208732901529,25.79413799380245,25.45189733606345,25.48792266845703,246400,6,1,27,7,1993
1993-07-07,25.46990563283091,25.5959942745776,25.46990563283091,25.559968948364258,343700,7,2,27,7,1993
1993-07-08,25.577975628683376,25.902203488765277,25.5419503108965,25.84816551208496,248200,8,3,27,7,1993
1993-07-09,25.848166874666195,25.920217514038086,25.794128895137273,25.920217514038086,378200,9,4,27,7,1993
1993-07-12,25.884209008143905,25.920234351231095,25.84818366505672,25.9022216796875,373700,12,0,28,7,1993
1993-07-13,25.920232111825324,25.992282791774805,25.740105411951628,25.884206771850586,389600,13,1,28,7,1993
1993-07-14,25.902217285643005,26.046318633546445,25.884204617155078,25.974267959594727,617300,14,2,28,7,1993
1993-07-15,25.95626669009748,25.95626669009748,25.812165278910264,25.86620330810547,443800,15,3,28,7,1993
1993-07-16,25.884195543534265,25.90220820570791,25.758106908318716,25.794132232666016,216400,16,4,28,7,1993
1993-07-19,25.794129985433454,25.794129985433454,25.70406668241169,25.7761173248291,188200,19,0,29,7,1993
1993-07-20,25.758102217617765,25.84816551208496,25.632013605363692,25.84816551208496,68500,20,1,29,7,1993
1993-07-21,25.812147477015625,25.83016014099121,25.740096821113276,25.83016014099121,142700,21,2,29,7,1993
1993-07-22,25.794129510943808,25.83015483148982,25.650028228759766,25.650028228759766,632400,22,3,29,7,1993
1993-07-23,25.70406668241169,25.7761173248291,25.686054021807337,25.7761173248291,286200,23,4,29,7,1993
1993-07-26,25.848166874666195,25.974255493567004,25.848166874666195,25.920217514038086,121300,26,0,30,7,1993
1993-07-27,25.938247022774686,25.95625969431828,25.812158321969534,25.9022216796875,92800,27,1,30,7,1993
1993-07-28,25.84816551208496,25.902203488765277,25.812140194298085,25.84816551208496,30800,28,2,30,7,1993
1993-07-29,25.902215715753314,26.064329722319226,25.86619038096089,25.992279052734375,331000,29,3,30,7,1993
1993-07-30,25.992266783232473,25.992266783232473,25.812140194298085,25.84816551208496,75300,30,4,30,7,1993
1993-08-02,25.88419219435214,26.01028081325295,25.88419219435214,25.920217514038086,41300,2,0,31,8,1993
1993-08-03,25.974284484651353,26.046335204442343,25.848195725017124,25.93825912475586,81600,3,1,31,8,1993
1993-08-04,25.93825912475586,25.9922971645991,25.86620840496487,25.93825912475586,434000,4,2,31,8,1993
1993-08-05,25.938244781812696,25.938244781812696,25.848181431875847,25.884206771850586,36800,5,3,31,8,1993
1993-08-06,25.95624283372403,25.974255493567004,25.88419219435214,25.920217514038086,402300,6,4,31,8,1993
1993-08-09,25.992274675191315,26.13637599009189,25.938236682103597,26.0643253326416,828200,9,0,32,8,1993
1993-08-10,26.046321868896484,26.064334539621864,26.01029652744573,26.046321868896484,604900,10,1,32,8,1993
1993-08-11,26.028309198171108,26.118372551797997,26.028309198171108,26.046321868896484,542200,11,2,32,8,1993
1993-08-12,26.118369307498163,26.118369307498163,25.884204617155078,25.974267959594727,303700,12,3,32,8,1993
1993-08-13,25.992264137373738,26.028289451493453,25.992264137373738,26.010276794433594,103500,13,4,32,8,1993
1993-08-16,26.02830737090308,26.226446734972235,26.02830737090308,26.154396057128906,241800,16,0,33,8,1993
1993-08-17,26.136375538519008,26.24445152282715,26.136375538519008,26.24445152282715,369300,17,1,33,8,1993
1993-08-18,26.334513722182134,26.44258970189013,26.316501058897465,26.388551712036133,414300,18,2,33,8,1993
1993-08-19,26.406564375320798,26.406564375320798,26.3525263854668,26.388551712036133,28500,19,3,33,8,1993
1993-08-20,26.33452356918772,26.406574249267578,26.316510899167756,26.406574249267578,80700,20,4,33,8,1993
1993-08-23,26.2984972397758,26.370547917145046,26.2984972397758,26.352535247802734,15600,23,0,34,8,1993
1993-08-24,26.352529168531973,26.640731811523438,26.352529168531973,26.640731811523438,273400,24,1,34,8,1993
1993-08-25,26.640741676897616,26.766830379898483,26.60471633318308,26.658754348754883,242300,25,2,34,8,1993
1993-08-26,26.676769256591797,26.820870643528146,26.568693216389534,26.676769256591797,120000,26,3,34,8,1993
1993-08-27,26.60471633318308,26.658754348754883,26.60471633318308,26.658754348754883,25700,27,4,34,8,1993
1993-08-30,26.676755679247357,26.802844328642855,26.676755679247357,26.76681900024414,183500,30,0,35,8,1993
1993-08-31,26.748811478582805,26.83887481689453,26.712786143258114,26.83887481689453,66500,31,1,35,8,1993
1993-09-01,26.748812717776143,26.85688872875706,26.748812717776143,26.8028507232666,136500,1,2,35,9,1993
1993-09-02,26.82085597989371,26.85688130693185,26.69476733526023,26.712779998779297,472400,2,3,35,9,1993
1993-09-03,26.694782909999958,26.76683360611332,26.65875756194328,26.73080825805664,630500,3,4,35,9,1993
1993-09-07,26.730797290155007,26.766822623430148,26.514645290504156,26.550670623779297,196400,7,1,36,9,1993
1993-09-08,26.550676604206664,26.550676604206664,26.280486543783937,26.460613250732422,269900,8,2,36,9,1993
1993-09-09,26.35252494008645,26.532651563053548,26.35252494008645,26.514638900756836,239200,9,3,36,9,1993
1993-09-10,26.586693919788704,26.7668205723618,26.550668589274085,26.748807907104492,106500,10,4,36,9,1993
1993-09-13,26.838869657041567,26.838869657041567,26.76681900024414,26.76681900024414,66900,13,0,37,9,1993
1993-09-14,26.694779692469417,26.694779692469417,26.56869098946855,26.658754348754883,184500,14,1,37,9,1993
1993-09-15,26.55068151777324,26.74882093208498,26.46061814763154,26.73080825805664,101000,15,2,37,9,1993
1993-09-16,26.694769470875578,26.71278213583568,26.604706146075053,26.622718811035156,54300,16,3,37,9,1993
1993-09-17,26.607355760519695,26.625480662263918,26.5348561535428,26.57110595703125,200900,17,4,37,9,1993
1993-09-20,26.607348099699376,26.661722789276418,26.353599548339844,26.353599548339844,57800,20,0,38,9,1993
1993-09-21,26.389848054895076,26.426097846179275,25.991100350768917,26.26297378540039,318200,21,1,38,9,1993
1993-09-22,26.353611582521705,26.516735725742265,26.317361772917135,26.480485916137695,439700,22,2,38,9,1993
1993-09-23,26.55297914275188,26.64360364494557,26.516729341874402,26.625478744506836,88500,23,3,38,9,1993
1993-09-24,26.58922640569381,26.60735130440253,26.516726810858923,26.552976608276367,53500,24,4,38,9,1993
1993-09-27,26.752360625334642,26.842985153198242,26.752360625334642,26.842985153198242,274600,27,0,39,9,1993
1993-09-28,26.86110051817113,26.86110051817113,26.770476022495792,26.78860092163086,158300,28,1,39,9,1993
1993-09-29,26.788582425658102,26.861081972141616,26.661708219311954,26.69795799255371,221000,29,2,39,9,1993
1993-09-30,26.69798280365613,26.752357514050544,26.58923338286731,26.64360809326172,99300,30,3,39,9,1993
1993-10-01,26.60734940350015,26.806723275052263,26.571099608672494,26.77047348022461,22700,1,4,39,10,1993
1993-10-04,26.806724548339844,26.806724548339844,26.734224955240883,26.806724548339844,1038500,4,0,40,10,1993
1993-10-05,26.86109796729375,26.86109796729375,26.679848993155467,26.77047348022461,436500,5,1,40,10,1993
1993-10-06,26.78859774013199,26.89734712202698,26.752347946166992,26.752347946166992,209200,6,2,40,10,1993
1993-10-07,26.788595181444418,26.788595181444418,26.66172091468521,26.679845809936523,59400,7,3,40,10,1993
1993-10-08,26.752350490161167,26.77047538886724,26.51672680698224,26.716100692749023,54400,8,4,40,10,1993
1993-10-11,26.77047348022461,26.824848172466094,26.77047348022461,26.77047348022461,467100,11,0,41,10,1993
1993-10-12,26.806724548339844,26.824849446614582,26.788599650065102,26.806724548339844,26200,12,1,41,10,1993
1993-10-13,26.824849446614582,26.824849446614582,26.770474751790363,26.806724548339844,139100,13,2,41,10,1993
1993-10-14,26.915485913030935,27.15110969543457,26.84298628767597,27.15110969543457,108100,14,3,41,10,1993
1993-10-15,27.277979527811603,27.350479141174556,27.20547991444865,27.296104431152344,1502500,15,4,41,10,1993
1993-10-18,27.27796935527207,27.27796935527207,27.18734487236419,27.223594665527344,722400,18,0,42,10,1993
1993-10-19,27.187335898938553,27.24171057073643,27.024211883544922,27.024211883544922,880100,19,1,42,10,1993
1993-10-20,27.11484335958758,27.11484335958758,27.006093987824528,27.060468673706055,230400,20,2,42,10,1993
1993-10-21,27.0785865553428,27.0785865553428,26.987962102346337,27.024211883544922,56200,21,3,42,10,1993
1993-10-22,27.060485916960275,27.169235358019726,26.897361755371094,26.897361755371094,390700,22,4,42,10,1993
1993-10-25,26.915479648497797,27.0061041590988,26.842980040016993,26.9698543548584,114500,25,0,43,10,1993
1993-10-26,26.951717376708984,26.969842270708117,26.861092906713324,26.951717376708984,186200,26,1,43,10,1993
1993-10-27,26.915479648497797,26.987979256978598,26.915479648497797,26.9698543548584,118400,27,2,43,10,1993
1993-10-28,27.006086422014903,27.24170999482443,27.006086422014903,27.16921043395996,129600,28,3,43,10,1993
1993-10-29,27.151085543743843,27.18733532417608,27.132960653527725,27.16921043395996,80700,29,4,43,10,1993
1993-11-01,27.13298221595749,27.259856548296636,27.13298221595749,27.241731643676758,36400,1,0,44,11,1993
1993-11-02,27.205469768945765,27.259844458690495,27.060470596293158,27.223594665527344,262100,2,1,44,11,1993
1993-11-03,27.205471023384657,27.205471023384657,26.752348587951868,26.879222869873047,479100,3,2,44,11,1993
1993-11-04,26.879235710346872,26.879235710346872,26.57111230705901,26.589237213134766,130400,4,3,44,11,1993
1993-11-05,26.51672680698224,26.716100692749023,26.407977414745815,26.716100692749023,363200,5,4,44,11,1993
1993-11-08,26.734223049184497,26.824847534096985,26.661723461254503,26.752347946166992,367600,8,0,45,11,1993
1993-11-09,26.933597556949064,26.95172245436289,26.75234858281078,26.77047348022461,246900,9,1,45,11,1993
1993-11-10,26.770480431536193,26.9698543548584,26.69798082305539,26.9698543548584,46500,10,2,45,11,1993
1993-11-11,26.969861382744064,27.04236101011703,26.879236848527853,26.897361755371094,88900,11,3,45,11,1993
1993-11-12,26.951712321147753,27.114836336541384,26.93358743054846,27.024211883544922,108200,12,4,45,11,1993
1993-11-15,27.07859929744029,27.07859929744029,26.933600104415174,27.006099700927734,243300,15,0,46,11,1993
1993-11-16,27.060469319681847,27.151093798314403,26.951719945322775,27.13296890258789,492600,16,1,46,11,1993
1993-11-17,27.151096336308385,27.151096336308385,26.91547266983842,26.987972259521484,39600,17,2,46,11,1993
1993-11-18,26.951725644455212,27.006100343132662,26.842976247100317,26.915475845336914,240800,18,3,46,11,1993
1993-11-19,26.824847541839972,26.89734712979089,26.80672264485224,26.86109733581543,106000,19,4,46,11,1993
1993-11-22,26.788582425658102,26.80670731227898,26.60733355944932,26.69795799255371,165300,22,0,47,11,1993
1993-11-23,26.842985153198242,26.86111005877096,26.69798590861648,26.842985153198242,89700,23,1,47,11,1993
1993-11-24,26.915467588710722,26.969842270708117,26.879217800712457,26.951717376708984,77200,24,2,47,11,1993
1993-11-26,27.024229061219,27.024229061219,26.9517294527382,26.9698543548584,1019800,26,4,47,11,1993
1993-11-29,27.04234630569273,27.096720996655918,26.86109733581543,26.86109733581543,517500,29,0,48,11,1993
1993-11-30,26.842973075038426,27.00609715179423,26.824848177621114,26.879222869873047,230000,30,1,48,11,1993
1993-12-01,27.024225242691813,27.04235014225096,26.915475845336914,26.915475845336914,379200,1,2,48,12,1993
1993-12-02,26.96984736210072,27.00609715694225,26.91547266983842,26.987972259521484,352000,2,3,48,12,1993
1993-12-03,26.969853062454273,27.09672737121582,26.969853062454273,27.09672737121582,306000,3,4,48,12,1993
1993-12-06,27.13296700668335,27.22359147898356,27.13296700668335,27.187341690063477,99500,6,0,49,12,1993
1993-12-07,27.18733532417608,27.205460214392193,27.132960653527725,27.16921043395996,88800,7,1,49,12,1993
1993-12-08,27.16921043395996,27.16921043395996,27.132960653527725,27.16921043395996,146700,8,2,49,12,1993
1993-12-09,27.169220600102637,27.20547039409877,27.04234632111617,27.078596115112305,416500,9,3,49,12,1993
1993-12-10,27.09671144594209,27.09671144594209,26.969837211747045,27.024211883544922,412900,10,4,49,12,1993
1993-12-13,27.024217639923098,27.187341690063477,26.987967851003013,27.187341690063477,273200,13,0,50,12,1993
1993-12-14,27.205471028570685,27.205471028570685,26.987972259521484,26.987972259521484,41900,14,1,50,12,1993
1993-12-15,27.024216952705512,27.042341846704645,26.951717376708984,26.951717376708984,82600,15,2,50,12,1993
1993-12-16,27.06046612588714,27.06046612588714,27.00609144512514,27.042341232299805,78200,16,3,50,12,1993
1993-12-17,27.099736008868124,27.209229891732235,27.08148702839077,27.190980911254883,104700,17,4,50,12,1993
1993-12-20,27.172732991123965,27.245728915881855,27.154484009934492,27.227479934692383,68800,20,0,51,12,1993
1993-12-21,27.190958291151897,27.190958291151897,27.099713464671524,27.136211395263672,205700,21,1,51,12,1993
1993-12-22,27.209214598477963,27.336957390020114,27.154467687817043,27.318708419799805,410300,22,2,51,12,1993
1993-12-23,27.300457000732422,27.355203906482554,27.263959063565668,27.300457000732422,533800,23,3,51,12,1993
1993-12-27,27.300470808719066,27.446462631225586,27.300470808719066,27.446462631225586,447100,27,0,52,12,1993
1993-12-28,27.42820003258921,27.519444876343666,27.40995106383832,27.501195907592773,880600,28,1,52,12,1993
1993-12-29,27.51944569939395,27.537694668690627,27.446449822207228,27.464698791503906,266700,29,2,52,12,1993
1993-12-30,27.446442729397724,27.446442729397724,27.300451012751992,27.35519790649414,219900,30,3,52,12,1993
1993-12-31,27.40993654799893,27.446434466172033,27.190949038960323,27.209197998046875,312900,31,4,52,12,1993
1994-01-03,27.20920725644797,27.245705187040123,27.099713464671524,27.136211395263672,960900,3,0,1,1,1994
1994-01-04,27.172701182176983,27.245697021484375,27.136203262523285,27.245697021484375,164300,4,1,1,1,1994
1994-01-05,27.282208032149043,27.318705969315797,27.172714220648782,27.300457000732422,710900,5,2,1,1,1994
1994-01-06,27.336954937899176,27.355203906482554,27.263959063565668,27.300457000732422,201000,6,3,1,1,1994
1994-01-07,27.355204975723826,27.482947760800588,27.282209098537102,27.464698791503906,775500,7,4,1,1,1994
1994-01-10,27.50120639112226,27.793190002441406,27.42821048829247,27.793190002441406,593700,10,0,2,1,1994
1994-01-11,27.77493368700931,27.77493368700931,27.64719089081413,27.738435745239258,295200,11,1,2,1,1994
1994-01-12,27.756685831051062,27.756685831051062,27.55594714325253,27.647192001342773,158400,12,2,2,1,1994
1994-01-13,27.574193954467773,27.62894086503257,27.537696014091246,27.574193954467773,244300,13,3,2,1,1994
1994-01-14,27.665432521993576,27.7384283861677,27.665432521993576,27.68368148803711,137200,14,4,2,1,1994
1994-01-17,27.68368148803711,27.720179420124172,27.628934589906514,27.68368148803711,17700,17,0,3,1,1994
1994-01-18,27.72018051147461,27.756678444998606,27.665433611188618,27.72018051147461,166400,18,1,3,1,1994
1994-01-19,27.68368994457887,27.720187887814966,27.592445086488627,27.647192001342773,200800,19,2,3,1,1994
1994-01-20,27.683682577950613,27.738429478236608,27.665433611188618,27.72018051147461,281100,20,3,3,1,1994
1994-01-21,27.75668828657246,27.75668828657246,27.647194447177693,27.665443420410156,85600,21,4,3,1,1994
1994-01-24,27.647187378232843,27.774930158198277,27.55594253540039,27.55594253540039,373800,24,0,4,1,1994
1994-01-25,27.574191503966883,27.592440472533372,27.50119562970092,27.55594253540039,310400,25,1,4,1,1994
1994-01-26,27.55594279995998,27.647187643668456,27.519444862476586,27.628938674926758,145100,26,2,4,1,1994
1994-01-27,27.683683660017884,27.92092023719668,27.6471857250673,27.884422302246094,344500,27,3,4,1,1994
1994-01-28,27.993912557397746,28.048659452881576,27.957414627075195,27.957414627075195,356500,28,4,4,1,1994
1994-01-31,28.066904904853192,28.212896607869332,28.03040697909916,28.15814971923828,313800,31,0,5,1,1994
1994-02-01,28.121678022452986,28.121678022452986,27.97568618327088,28.012184143066406,303600,1,1,5,2,1994
1994-02-02,28.10341913414619,28.194664001464844,28.08517016068246,28.194664001464844,307600,2,2,5,2,1994
1994-02-03,28.139909478870884,28.139909478870884,27.975668762068135,28.066913604736328,466100,3,3,5,2,1994
1994-02-04,28.06691952348152,28.103417468245475,27.428205490112305,27.428205490112305,1403200,4,4,5,2,1994
1994-02-07,27.355203881168997,27.628938409666354,27.355203881168997,27.55594253540039,516400,7,0,6,2,1994
1994-02-08,27.610691894844305,27.610691894844305,27.464700133338187,27.574193954467773,188200,8,1,6,2,1994
1994-02-09,27.59243665781945,27.70193045408064,27.55593872573239,27.68368148803711,144600,9,2,6,2,1994
