Order,Seasonal_Order,MSE,AIC
"(2, 1, 1)","(1, 3, 3, 4)",0.3760248386129257,-8634.516403603082
"(2, 1, 1)","(1, 3, 4, 4)",0.5089592464095426,-8663.76331109453
"(2, 1, 1)","(1, 4, 1, 4)",42.94127504918822,-7540.762430552551
"(2, 1, 1)","(1, 4, 2, 4)",33.80755659780292,-7851.083860988738
"(2, 1, 1)","(1, 4, 3, 4)",1.76204723323436,-8344.619865492907
"(2, 1, 1)","(1, 4, 4, 4)",1.740971344992237,-8324.16164959226
"(2, 1, 1)","(2, 1, 1, 4)",0.013307887731625218,-9841.869328917537
"(2, 1, 1)","(2, 1, 2, 4)",0.010337319634746012,-9858.762293845479
"(2, 1, 1)","(2, 1, 3, 4)",0.010744677981423558,-9855.692192849947
"(2, 1, 1)","(2, 1, 4, 4)",0.01033847438383997,-9857.624151932174
"(2, 1, 1)","(2, 2, 1, 4)",0.07751222742394792,-9294.797984698529
"(2, 1, 1)","(2, 2, 2, 4)",0.03467649349919017,-9113.012156869812
"(2, 1, 1)","(2, 2, 3, 4)",0.019020790222209982,-9657.267288346333
"(2, 1, 1)","(2, 2, 4, 4)",0.015146533943599041,-9738.860618465656
"(2, 1, 1)","(2, 3, 1, 4)",2.7050630183145055,-8142.934846355563
"(2, 1, 1)","(2, 3, 2, 4)",2.5990423271688634,-8154.285928374088
"(2, 1, 1)","(2, 3, 3, 4)",2.7462064736710863,-8145.204928213969
"(2, 1, 1)","(2, 3, 4, 4)",0.42483816748031966,-8649.92283733126
"(2, 1, 1)","(2, 4, 1, 4)",26.251364999420012,-7594.256927293532
"(2, 1, 1)","(2, 4, 2, 4)",31.568110210020443,-7548.493764417815
"(2, 1, 1)","(2, 4, 3, 4)",38.389558874443885,-7415.985069253783
"(2, 1, 1)","(2, 4, 4, 4)",12.941430052878914,-8094.672238227307
"(2, 1, 1)","(3, 1, 1, 4)",0.017798895915453437,-9672.549508965341
"(2, 1, 1)","(3, 1, 2, 4)",0.009987954059664645,-9859.611782599768
"(2, 1, 1)","(3, 1, 3, 4)",0.010546566853933952,-9857.245677214993
"(2, 1, 1)","(3, 1, 4, 4)",0.012130498730234963,-9818.721815382005
"(2, 1, 1)","(3, 2, 1, 4)",0.16528982309627405,-9320.47232734318
"(2, 1, 1)","(3, 2, 2, 4)",0.07784898632186736,-9296.66464840603
"(2, 1, 1)","(3, 2, 3, 4)",0.03322161525816497,-9409.570664245115
"(2, 1, 1)","(3, 2, 4, 4)",0.026207196152595414,-9682.2595173107
"(2, 1, 1)","(3, 3, 1, 4)",1.0416523416560346,-7666.685249067397
"(2, 1, 1)","(3, 3, 2, 4)",2.4146575953244067,-8142.364117185268
"(2, 1, 1)","(3, 3, 3, 4)",2.708692387308588,-8155.240773269341
"(2, 1, 1)","(3, 3, 4, 4)",1.2938260152502112,-8159.927601430565
"(2, 1, 1)","(3, 4, 1, 4)",419.3167715173833,-7158.970646955803
"(2, 1, 1)","(3, 4, 2, 4)",22.433497492126364,-7587.07230294366
"(2, 1, 1)","(3, 4, 3, 4)",32.889245229957524,-7540.816235219458
"(2, 1, 1)","(3, 4, 4, 4)",20.79166771242248,-7578.411973975383
"(2, 1, 2)","(0, 1, 1, 4)",0.0098321950782204,-9859.944654948788
"(2, 1, 2)","(0, 1, 2, 4)",0.009537369695525011,-9859.068275176256
"(2, 1, 2)","(0, 1, 3, 4)",0.009822990274513683,-9858.673597538576
"(2, 1, 2)","(0, 1, 4, 4)",0.0128623712481797,-9856.968262114586
"(2, 1, 2)","(0, 2, 1, 4)",0.01085961016583151,-9021.41543954254
"(2, 1, 2)","(0, 2, 2, 4)",0.01561437115244899,-9762.027579028974
"(2, 1, 2)","(0, 2, 3, 4)",0.01580176513572504,-9754.506499165716
"(2, 1, 2)","(0, 2, 4, 4)",0.015511386349096578,-9759.724996117355
"(2, 1, 2)","(0, 3, 1, 4)",0.24481671122906237,-7703.8335486878
"(2, 1, 2)","(0, 3, 2, 4)",0.15163439196575826,-8650.780240025128
"(2, 1, 2)","(0, 3, 3, 4)",0.19765577923228353,-8658.274665937848
"(2, 1, 2)","(0, 3, 4, 4)",0.28941951201336225,-8847.54875801309
"(2, 1, 2)","(0, 4, 1, 4)",1.8651357107966349,-7487.466962300491
"(2, 1, 2)","(0, 4, 2, 4)",0.5756859574602321,-8447.780533599802
"(2, 1, 2)","(0, 4, 3, 4)",0.5128030452219674,-8200.546392398488
"(2, 1, 2)","(0, 4, 4, 4)",1.7247094717425486,-8341.242469204279
"(2, 1, 2)","(1, 1, 1, 4)",0.009575557234789795,-9860.826233083708
"(2, 1, 2)","(1, 1, 2, 4)",0.009721216864737776,-9861.718948234566
"(2, 1, 2)","(1, 1, 3, 4)",0.0101070532351304,-9859.98949981427
"(2, 1, 2)","(1, 1, 4, 4)",0.010446159506461394,-9860.92010584324
"(2, 1, 2)","(1, 2, 1, 4)",0.06388694603108845,-9239.232685892537
"(2, 1, 2)","(1, 2, 2, 4)",0.021770634128384727,-9293.4890144838
"(2, 1, 2)","(1, 2, 3, 4)",0.013634443502455023,-9720.078188314079
"(2, 1, 2)","(1, 2, 4, 4)",0.014593538959313035,-9765.92014926581
"(2, 1, 2)","(1, 3, 1, 4)",2.624160369094507,-8156.6688415564695
"(2, 1, 2)","(1, 3, 2, 4)",2.2461565696600423,-8140.726410024846
"(2, 1, 2)","(1, 3, 3, 4)",0.13627320999998563,-8686.838173949278
"(2, 1, 2)","(1, 3, 4, 4)",0.9900505555478247,-8535.591880848024
"(2, 1, 2)","(1, 4, 1, 4)",32.35960168025563,-7584.773630991425
"(2, 1, 2)","(1, 4, 2, 4)",22.63155525852436,-7928.1385145630165
"(2, 1, 2)","(1, 4, 3, 4)",1.7439794467723992,-8363.610309832045
"(2, 1, 2)","(1, 4, 4, 4)",2.4629211391870007,-8277.308190131851
"(2, 1, 2)","(2, 1, 1, 4)",0.009931648883460204,-9856.708477006247
"(2, 1, 2)","(2, 1, 2, 4)",0.009734103172496076,-9859.535162569136
"(2, 1, 2)","(2, 1, 3, 4)",0.010452484343338434,-9855.725058735754
"(2, 1, 2)","(2, 1, 4, 4)",0.010537173278264556,-9857.509053571153
"(2, 1, 2)","(2, 2, 1, 4)",0.07692399003917014,-9287.11463722453
"(2, 1, 2)","(2, 2, 2, 4)",0.03968909876714087,-9091.93610659581
"(2, 1, 2)","(2, 2, 3, 4)",0.012408466111143894,-9763.929477550115
"(2, 1, 2)","(2, 2, 4, 4)",0.024351559723290086,-9756.200690658947
"(2, 1, 2)","(2, 3, 1, 4)",2.6227796348516152,-8152.432483308308
"(2, 1, 2)","(2, 3, 2, 4)",2.8323785598976086,-8149.952357947832
"(2, 1, 2)","(2, 3, 3, 4)",2.6823326552242177,-8171.461952335306
"(2, 1, 2)","(2, 3, 4, 4)",0.43558846097858694,-8653.741437641014
"(2, 1, 2)","(2, 4, 1, 4)",24.959252904515502,-7586.351851325746
"(2, 1, 2)","(2, 4, 2, 4)",32.27126883436141,-7546.712294590734
"(2, 1, 2)","(2, 4, 3, 4)",8.15111039174352,-7824.595062359452
"(2, 1, 2)","(2, 4, 4, 4)",1.8436249107489027,-7876.599510003839
"(2, 1, 2)","(3, 1, 1, 4)",0.014830886431118056,-9682.417550263688
"(2, 1, 2)","(3, 1, 2, 4)",0.010373145281019503,-9859.727675253434
"(2, 1, 2)","(3, 1, 3, 4)",0.010725061938608404,-9857.220338098854
"(2, 1, 2)","(3, 1, 4, 4)",0.00955249623509532,-9820.707993359107
"(2, 1, 2)","(3, 2, 1, 4)",0.18594169147309542,-9275.787677172391
"(2, 1, 2)","(3, 2, 2, 4)",0.07946317551575377,-9308.318563373128
"(2, 1, 2)","(3, 2, 3, 4)",0.05433646891469927,-9441.55054263926
"(2, 1, 2)","(3, 2, 4, 4)",0.017655184462699265,-9620.655512823478
"(2, 1, 2)","(3, 3, 1, 4)",2.819712053049968,-7727.08022993129
"(2, 1, 2)","(3, 3, 2, 4)",2.5886819438022464,-8145.233266519912
"(2, 1, 2)","(3, 3, 3, 4)",2.6989983998643394,-8153.64168685808
"(2, 1, 2)","(3, 3, 4, 4)",1.3048703511684747,-8168.965950577944
"(2, 1, 2)","(3, 4, 1, 4)",423.2812288516369,-7224.28090349393
"(2, 1, 2)","(3, 4, 2, 4)",28.955819391780164,-7543.153509463533
"(2, 1, 2)","(3, 4, 3, 4)",32.096422512195986,-7538.916043815354
"(2, 1, 2)","(3, 4, 4, 4)",5.403523352938128,-7934.686032467433
"(3, 0, 0)","(0, 1, 1, 4)",0.014169251118230326,-9864.896709541183
"(3, 0, 0)","(0, 1, 2, 4)",0.01465579685569927,-9859.591417875903
"(3, 0, 0)","(0, 1, 3, 4)",0.014559073932835218,-9857.647064425624
"(3, 0, 0)","(0, 1, 4, 4)",0.015310054939131892,-9838.747310715433
"(3, 0, 0)","(0, 2, 1, 4)",0.010045031439793631,-8807.6107533664
"(3, 0, 0)","(0, 2, 2, 4)",0.012066304996481215,-9787.794473012787
"(3, 0, 0)","(0, 2, 3, 4)",0.0122570974974134,-9756.19820210736
"(3, 0, 0)","(0, 2, 4, 4)",0.00613009221313348,-9763.013051813963
"(3, 0, 0)","(0, 3, 1, 4)",0.2672327345399695,-7514.435348303838
"(3, 0, 0)","(0, 3, 2, 4)",0.07080527986651683,-8739.274682250976
"(3, 0, 0)","(0, 3, 3, 4)",0.29656550117074054,-8625.9550168567
"(3, 0, 0)","(0, 3, 4, 4)",0.14369053996307407,-8821.976939162063
"(3, 0, 0)","(0, 4, 1, 4)",1.8682470645349043,-7276.726077611315
"(3, 0, 0)","(0, 4, 2, 4)",1.6547414488154206,-8370.843681053424
"(3, 0, 0)","(0, 4, 3, 4)",1.526045119645798,-8378.361012472818
"(3, 0, 0)","(0, 4, 4, 4)",1.726373328155192,-8464.401639765321
"(3, 0, 0)","(1, 1, 1, 4)",0.017430985732006327,-9850.082288723284
"(3, 0, 0)","(1, 1, 2, 4)",0.014171321139568644,-9855.40507602368
"(3, 0, 0)","(1, 1, 3, 4)",0.015160388770172223,-9848.703746700789
"(3, 0, 0)","(1, 1, 4, 4)",0.015131590617269264,-9841.208272576137
"(3, 0, 0)","(1, 2, 1, 4)",0.020561353468956125,-9118.706915063958
"(3, 0, 0)","(1, 2, 2, 4)",0.1311991680866636,-9661.565708472499
"(3, 0, 0)","(1, 2, 3, 4)",0.010927414262920095,-9796.359869455944
"(3, 0, 0)","(1, 2, 4, 4)",0.007656959779435651,-9767.752188959343
"(3, 0, 0)","(1, 3, 1, 4)",1.0416551252567092,-8196.325001376505
"(3, 0, 0)","(1, 3, 2, 4)",0.3030453649441932,-8221.03267503995
"(3, 0, 0)","(1, 3, 3, 4)",0.12148601929977172,-8732.890531352059
"(3, 0, 0)","(1, 3, 4, 4)",0.15370912432194975,-8714.894015654967
"(3, 0, 0)","(1, 4, 1, 4)",2.229997139799313,-7669.413341834632
"(3, 0, 0)","(1, 4, 2, 4)",2.1814163822411197,-7446.937195490413
"(3, 0, 0)","(1, 4, 3, 4)",0.4260962513382675,-8389.711928717037
"(3, 0, 0)","(1, 4, 4, 4)",0.36318690042248153,-8425.658172510699
"(3, 0, 0)","(2, 1, 1, 4)",0.012719974833762018,-9857.409218918152
"(3, 0, 0)","(2, 1, 2, 4)",0.015877333698290245,-9847.187966823938
"(3, 0, 0)","(2, 1, 3, 4)",0.015982887981515828,-9847.24429204237
"(3, 0, 0)","(2, 1, 4, 4)",0.013684530480896583,-9848.421355959941
"(3, 0, 0)","(2, 2, 1, 4)",0.04364913033775691,-9314.380665128863
"(3, 0, 0)","(2, 2, 2, 4)",0.018211643771315855,-9244.29697880708
"(3, 0, 0)","(2, 2, 3, 4)",0.013696288181078792,-9636.880936396528
"(3, 0, 0)","(2, 2, 4, 4)",0.013968120044159657,-9743.09721270022
"(3, 0, 0)","(2, 3, 1, 4)",0.5044295809173981,-8249.921224304217
"(3, 0, 0)","(2, 3, 2, 4)",0.2940799829320718,-8303.965418093125
"(3, 0, 0)","(2, 3, 3, 4)",0.28099011641085353,-8262.59420130665
"(3, 0, 0)","(2, 3, 4, 4)",0.12265554817705933,-8609.663534909934
"(3, 0, 0)","(2, 4, 1, 4)",2.7788559222063456,-7767.009399040898
"(3, 0, 0)","(2, 4, 2, 4)",1.8577667707587964,-7746.745978454806
"(3, 0, 0)","(2, 4, 3, 4)",1.792782847023446,-7571.793648191409
"(3, 0, 0)","(2, 4, 4, 4)",0.3729498116739561,-8303.640588527098
"(3, 0, 0)","(3, 1, 1, 4)",0.011640865221590396,-9828.228358872295
"(3, 0, 0)","(3, 1, 2, 4)",0.016572145227417897,-9846.03545166167
"(3, 0, 0)","(3, 1, 3, 4)",0.020700464973798204,-9829.853482368231
"(3, 0, 0)","(3, 1, 4, 4)",0.014211005161932725,-9762.79306520844
"(3, 0, 0)","(3, 2, 1, 4)",0.0883793667047608,-9391.25988785479
"(3, 0, 0)","(3, 2, 2, 4)",0.020417137143857657,-9368.206798475885
"(3, 0, 0)","(3, 2, 3, 4)",0.01763172915920046,-9293.353620434773
"(3, 0, 0)","(3, 2, 4, 4)",0.08057798686040149,-9647.66131031634
"(3, 0, 0)","(3, 3, 1, 4)",0.36639097228703454,-8167.532314570262
"(3, 0, 0)","(3, 3, 2, 4)",0.3002705248728092,-8277.928600521005
"(3, 0, 0)","(3, 3, 3, 4)",0.3194864582048682,-8327.55405834782
"(3, 0, 0)","(3, 3, 4, 4)",0.26034746410215653,-8299.196512948774
"(3, 0, 0)","(3, 4, 1, 4)",3.1440437898246567,-7752.9294266017005
"(3, 0, 0)","(3, 4, 2, 4)",1.9472208442358467,-7762.395489202424
"(3, 0, 0)","(3, 4, 3, 4)",1.7844480262620017,-7729.918804186023
"(3, 0, 0)","(3, 4, 4, 4)",2.0558319863704915,-7600.685164815683
"(3, 0, 1)","(0, 1, 1, 4)",0.011325154586658955,-9864.98940569269
"(3, 0, 1)","(0, 1, 2, 4)",0.009697652068963517,-9862.771503990763
"(3, 0, 1)","(0, 1, 3, 4)",0.009726930260095112,-9860.034525737128
"(3, 0, 1)","(0, 1, 4, 4)",0.012506530169126628,-9861.45818674475
"(3, 0, 1)","(0, 2, 1, 4)",0.010144394569222562,-8823.7051204822
"(3, 0, 1)","(0, 2, 2, 4)",0.015174903306922704,-9772.377926975123
"(3, 0, 1)","(0, 2, 3, 4)",0.019421575816152815,-9693.216636896197
"(3, 0, 1)","(0, 2, 4, 4)",0.015604778162762489,-9771.387932876693
"(3, 0, 1)","(0, 3, 1, 4)",0.2812746670667995,-7532.904794317455
"(3, 0, 1)","(0, 3, 2, 4)",0.27078558066200126,-8714.849079290363
"(3, 0, 1)","(0, 3, 3, 4)",0.014132134601216595,-8765.184427442544
"(3, 0, 1)","(0, 3, 4, 4)",0.13338183636928855,-8885.457195611309
"(3, 0, 1)","(0, 4, 1, 4)",1.8397428946067365,-7272.4562418385785
"(3, 0, 1)","(0, 4, 2, 4)",1.893984041933337,-8423.161482268393
"(3, 0, 1)","(0, 4, 3, 4)",1.8766832180291722,-8384.283027862388
"(3, 0, 1)","(0, 4, 4, 4)",2.1575544562258337,-8242.908189751663
"(3, 0, 1)","(1, 1, 1, 4)",0.009953788739381067,-9862.216694097264
"(3, 0, 1)","(1, 1, 2, 4)",0.013555659645227813,-9859.578257674544
"(3, 0, 1)","(1, 1, 3, 4)",0.012306345133114759,-9855.836488942537
"(3, 0, 1)","(1, 1, 4, 4)",0.01441940900605137,-9853.216404439037
"(3, 0, 1)","(1, 2, 1, 4)",0.019413712117967455,-9167.338586476988
"(3, 0, 1)","(1, 2, 2, 4)",0.015369660195184051,-9722.888939397759
"(3, 0, 1)","(1, 2, 3, 4)",0.009706952662219307,-9788.517178011121
"(3, 0, 1)","(1, 2, 4, 4)",0.011865629788570971,-9764.32111137455
"(3, 0, 1)","(1, 3, 1, 4)",0.3092202141983484,-8315.00968383709
"(3, 0, 1)","(1, 3, 2, 4)",0.3245576208095051,-8233.702058110292
"(3, 0, 1)","(1, 3, 3, 4)",0.2123826011956318,-8606.153291302882
"(3, 0, 1)","(1, 3, 4, 4)",0.34874090150785253,-8677.824169485868
"(3, 0, 1)","(1, 4, 1, 4)",2.349621008296862,-7668.346266480008
"(3, 0, 1)","(1, 4, 2, 4)",2.706091837105313,-7513.034081638301
"(3, 0, 1)","(1, 4, 3, 4)",0.3346968479162829,-8452.229201747185
"(3, 0, 1)","(1, 4, 4, 4)",0.30936524271685695,-8269.544383985205
"(3, 0, 1)","(2, 1, 1, 4)",0.008590827084772407,-9836.806502617515
"(3, 0, 1)","(2, 1, 2, 4)",0.013156544359919291,-9858.725421633373
"(3, 0, 1)","(2, 1, 3, 4)",0.011682641353188264,-9854.873431310352
"(3, 0, 1)","(2, 1, 4, 4)",0.015427072097907396,-9842.473491078697
"(3, 0, 1)","(2, 2, 1, 4)",0.07262603621642474,-9357.031134288662
"(3, 0, 1)","(2, 2, 2, 4)",0.014831332907557787,-9244.08960308217
"(3, 0, 1)","(2, 2, 3, 4)",0.10342035535973415,-9663.057445163744
"(3, 0, 1)","(2, 2, 4, 4)",0.029148834060400385,-9716.95947997666
"(3, 0, 1)","(2, 3, 1, 4)",0.3015172573599464,-8183.835432803322
"(3, 0, 1)","(2, 3, 2, 4)",0.30932465654428953,-8306.766348170213
"(3, 0, 1)","(2, 3, 3, 4)",0.28841162926462927,-8221.534199665002
"(3, 0, 1)","(2, 3, 4, 4)",0.14794901380975026,-8617.35454724164
"(3, 0, 1)","(2, 4, 1, 4)",3.117765775602006,-7687.284602374563
"(3, 0, 1)","(2, 4, 2, 4)",1.8480659002953157,-7728.780581735986
"(3, 0, 1)","(2, 4, 3, 4)",2.116045534916485,-7553.04380744547
"(3, 0, 1)","(2, 4, 4, 4)",0.5292233134299007,-8146.442184895779
"(3, 0, 1)","(3, 1, 1, 4)",0.011078003531703915,-9812.347226152053
"(3, 0, 1)","(3, 1, 2, 4)",0.011781802314984333,-9855.786048033411
"(3, 0, 1)","(3, 1, 3, 4)",0.01511115492336671,-9853.502164702943
"(3, 0, 1)","(3, 1, 4, 4)",0.019614849972206746,-9839.647265422456
"(3, 0, 1)","(3, 2, 1, 4)",0.12305900443811621,-9422.375405200548
"(3, 0, 1)","(3, 2, 2, 4)",0.025743785457629804,-9365.433727177757
"(3, 0, 1)","(3, 2, 3, 4)",0.018563696853122008,-9299.280446491704
"(3, 0, 1)","(3, 2, 4, 4)",0.021791907548530685,-9651.212396966166
"(3, 0, 1)","(3, 3, 1, 4)",0.2921923369285629,-8177.139662186135
"(3, 0, 1)","(3, 3, 2, 4)",0.3289680139191705,-8287.64477396081
"(3, 0, 1)","(3, 3, 3, 4)",0.3158599944032595,-8315.905218256692
"(3, 0, 1)","(3, 3, 4, 4)",0.2677293746565099,-8284.028866938606
"(3, 0, 1)","(3, 4, 1, 4)",2.460726873227352,-7512.145070410648
"(3, 0, 1)","(3, 4, 2, 4)",2.060288756645987,-7743.880762852163
"(3, 0, 1)","(3, 4, 3, 4)",2.0749898208508446,-7696.424415935968
"(3, 0, 1)","(3, 4, 4, 4)",1.9067409707644074,-7651.656685782276
"(3, 0, 2)","(0, 1, 1, 4)",0.012444184686343273,-9857.892007456907
"(3, 0, 2)","(0, 1, 2, 4)",0.012081322657585571,-9856.285414893011
"(3, 0, 2)","(0, 1, 3, 4)",0.011879090653749699,-9850.468057371827
"(3, 0, 2)","(0, 1, 4, 4)",0.013524898456710555,-9847.69198691946
"(3, 0, 2)","(0, 2, 1, 4)",0.011233215192515869,-8976.850936718522
"(3, 0, 2)","(0, 2, 2, 4)",0.020110100489691078,-9687.76703756036
"(3, 0, 2)","(0, 2, 3, 4)",0.01696477832756709,-9691.954749666425
"(3, 0, 2)","(0, 2, 4, 4)",0.015001714295637672,-9733.211808255537
"(3, 0, 2)","(0, 3, 1, 4)",0.049629170670520466,-7866.035816078916
"(3, 0, 2)","(0, 3, 2, 4)",0.345472887774285,-8560.320099826502
"(3, 0, 2)","(0, 3, 3, 4)",0.049014784623529206,-8574.939400425781
"(3, 0, 2)","(0, 3, 4, 4)",0.16709266743849396,-8898.488082337431
"(3, 0, 2)","(0, 4, 1, 4)",0.3603893267807442,-7657.658964887751
"(3, 0, 2)","(0, 4, 2, 4)",2.623966213948811,-8325.454898952117
"(3, 0, 2)","(0, 4, 3, 4)",0.14086601636316626,-8529.317049782641
"(3, 0, 2)","(0, 4, 4, 4)",0.31635377273288884,-8405.47638032352
"(3, 0, 2)","(1, 1, 1, 4)",0.01045214020282378,-9846.712098242122
"(3, 0, 2)","(1, 1, 2, 4)",0.009827160432428522,-9858.14006555094
"(3, 0, 2)","(1, 1, 3, 4)",0.011151578846576417,-9859.253333947021
"(3, 0, 2)","(1, 1, 4, 4)",0.010694782536942194,-9854.889176068322
"(3, 0, 2)","(1, 2, 1, 4)",0.025949319003281575,-9248.836969952596
"(3, 0, 2)","(1, 2, 2, 4)",0.06892909852600601,-9585.873615488086
"(3, 0, 2)","(1, 2, 3, 4)",0.03081786005070706,-9721.956872663432
"(3, 0, 2)","(1, 2, 4, 4)",0.016181404052421383,-9711.021552781242
"(3, 0, 2)","(1, 3, 1, 4)",0.6633500918637656,-8285.879143690801
"(3, 0, 2)","(1, 3, 2, 4)",0.3424537456294247,-8247.678024752056
"(3, 0, 2)","(1, 3, 3, 4)",0.042437595788096395,-8744.578445974199
"(3, 0, 2)","(1, 3, 4, 4)",0.08873703525988208,-8745.722583077742
"(3, 0, 2)","(1, 4, 1, 4)",0.27220122438934624,-7908.686016727906
"(3, 0, 2)","(1, 4, 2, 4)",0.614743579526212,-7627.507791398719
"(3, 0, 2)","(1, 4, 3, 4)",0.24514788980402252,-8459.68595247408
"(3, 0, 2)","(1, 4, 4, 4)",0.1441669688321398,-8282.182589849062
"(3, 0, 2)","(2, 1, 1, 4)",0.012047676939196544,-9833.117163667268
"(3, 0, 2)","(2, 1, 2, 4)",0.012781767039943225,-9855.421778306933
"(3, 0, 2)","(2, 1, 3, 4)",0.012307164239386529,-9849.116058176554
"(3, 0, 2)","(2, 1, 4, 4)",0.009936518233305245,-9848.946566302848
"(3, 0, 2)","(2, 2, 1, 4)",0.07156569055848794,-9329.698235193497
"(3, 0, 2)","(2, 2, 2, 4)",0.010997100032364399,-9309.961324302927
"(3, 0, 2)","(2, 2, 3, 4)",0.08247894595892445,-9623.17263287942
"(3, 0, 2)","(2, 2, 4, 4)",0.010542546798673183,-9668.569178385304
"(3, 0, 2)","(2, 3, 1, 4)",0.1211363398033829,-8303.072824935914
"(3, 0, 2)","(2, 3, 2, 4)",0.14294407752850374,-8470.470518469772
"(3, 0, 2)","(2, 3, 3, 4)",0.34539002141583197,-8310.027650574819
"(3, 0, 2)","(2, 3, 4, 4)",0.1663732705146838,-8654.06588289874
"(3, 0, 2)","(2, 4, 1, 4)",0.7996635661456037,-7866.152710924932
"(3, 0, 2)","(2, 4, 2, 4)",1.0435871835492174,-7987.601659966114
"(3, 0, 2)","(2, 4, 3, 4)",1.0379320076957268,-7672.69004490331
"(3, 0, 2)","(2, 4, 4, 4)",0.7290131291092233,-8232.95760696326
"(3, 0, 2)","(3, 1, 1, 4)",0.015575130616995503,-9801.255707587223
"(3, 0, 2)","(3, 1, 2, 4)",0.012695929398475803,-9829.902154968393
"(3, 0, 2)","(3, 1, 3, 4)",0.011339882039479107,-9830.083711612644
"(3, 0, 2)","(3, 1, 4, 4)",0.01165481515254581,-9851.68168501346
"(3, 0, 2)","(3, 2, 1, 4)",0.13315703545801527,-9365.741734157757
"(3, 0, 2)","(3, 2, 2, 4)",0.04184655009815534,-9382.559166588288
"(3, 0, 2)","(3, 2, 3, 4)",0.014656623554508048,-9302.019166448716
"(3, 0, 2)","(3, 2, 4, 4)",0.07282871511127105,-9643.622603867363
"(3, 0, 2)","(3, 3, 1, 4)",0.14248677515692235,-8344.747970300956
"(3, 0, 2)","(3, 3, 2, 4)",0.22453844938605877,-8324.9034903703
"(3, 0, 2)","(3, 3, 3, 4)",0.2782533092145492,-8372.040296719719
"(3, 0, 2)","(3, 3, 4, 4)",0.22142264458487965,-8341.701631465014
"(3, 0, 2)","(3, 4, 1, 4)",2.8411645181843235,-7491.563445824417
"(3, 0, 2)","(3, 4, 2, 4)",0.9828810936143604,-7883.001285889111
"(3, 0, 2)","(3, 4, 3, 4)",1.4878007184323465,-7753.689181547525
"(3, 0, 2)","(3, 4, 4, 4)",1.2869821834490138,-7700.88551424497
"(3, 1, 0)","(0, 1, 1, 4)",0.010151763319510676,-9864.577730845376
"(3, 1, 0)","(0, 1, 2, 4)",0.010024408232080725,-9863.227476560094
"(3, 1, 0)","(0, 1, 3, 4)",0.010059551312948048,-9862.564901012574
"(3, 1, 0)","(0, 1, 4, 4)",0.010460962605379764,-9860.25153552089
"(3, 1, 0)","(0, 2, 1, 4)",0.06544386950111958,-8465.307075864992
"(3, 1, 0)","(0, 2, 2, 4)",0.015690270411470218,-9772.007670150217
"(3, 1, 0)","(0, 2, 3, 4)",0.01555882715087368,-9771.048090604401
"(3, 1, 0)","(0, 2, 4, 4)",0.01581244668254641,-9769.850045114648
"(3, 1, 0)","(0, 3, 1, 4)",9.344408287773238,-7052.398495382341
"(3, 1, 0)","(0, 3, 2, 4)",0.5451306025893008,-8557.844587052085
"(3, 1, 0)","(0, 3, 3, 4)",0.38988283815413183,-8611.245497496204
"(3, 1, 0)","(0, 3, 4, 4)",0.47373220233610647,-8657.40289882691
"(3, 1, 0)","(0, 4, 1, 4)",86.36352933300651,-6875.501282845192
"(3, 1, 0)","(0, 4, 2, 4)",1.8878686946387901,-8342.617594660982
"(3, 1, 0)","(0, 4, 3, 4)",0.4978933224441226,-8149.429411546106
"(3, 1, 0)","(0, 4, 4, 4)",1.892137680532305,-8543.88258295154
"(3, 1, 0)","(1, 1, 1, 4)",0.010037920632561839,-9863.27549283853
"(3, 1, 0)","(1, 1, 2, 4)",0.010012252750457511,-9864.563516038597
"(3, 1, 0)","(1, 1, 3, 4)",0.010158240345719775,-9863.288365813623
"(3, 1, 0)","(1, 1, 4, 4)",0.010552941170947724,-9864.25748991254
"(3, 1, 0)","(1, 2, 1, 4)",0.028031858022780576,-9025.675695764081
"(3, 1, 0)","(1, 2, 2, 4)",0.015687055200645814,-9673.869124391034
"(3, 1, 0)","(1, 2, 3, 4)",0.022405274815963994,-9747.958926604088
"(3, 1, 0)","(1, 2, 4, 4)",0.014295378756042903,-9778.165519439102
"(3, 1, 0)","(1, 3, 1, 4)",3.2375607514180644,-8075.569508290726
"(3, 1, 0)","(1, 3, 2, 4)",2.783389271828043,-8124.967005336386
"(3, 1, 0)","(1, 3, 3, 4)",0.3836359263158529,-8635.60927251058
"(3, 1, 0)","(1, 3, 4, 4)",0.4679195130000041,-8622.218624001722
"(3, 1, 0)","(1, 4, 1, 4)",34.183914345457794,-7527.767240214438
"(3, 1, 0)","(1, 4, 2, 4)",3.043825738613506,-8164.470785864234
"(3, 1, 0)","(1, 4, 3, 4)",1.8096531500646098,-8316.024017520107
"(3, 1, 0)","(1, 4, 4, 4)",2.1219358323459585,-8255.30541983745
"(3, 1, 0)","(2, 1, 1, 4)",0.011714209599878844,-9861.7908629062
"(3, 1, 0)","(2, 1, 2, 4)",0.010332598931141954,-9863.243107788465
"(3, 1, 0)","(2, 1, 3, 4)",0.010617861122590411,-9859.41531736669
"(3, 1, 0)","(2, 1, 4, 4)",0.010514377936691568,-9860.956502460414
"(3, 1, 0)","(2, 2, 1, 4)",0.07987294600108606,-9276.294098650342
"(3, 1, 0)","(2, 2, 2, 4)",0.04253059727063233,-9205.241298959372
"(3, 1, 0)","(2, 2, 3, 4)",0.02213838627654597,-9750.715365581736
