epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.8770418167114258,
0,99,,1.9834880828857422,
0,149,,2.123119831085205,
0,193,,,6.1772685050964355
0,193,3.9710564613342285,,
1,199,,1.8951671123504639,
1,249,,1.9021390676498413,
1,299,,1.9343222379684448,
1,349,,1.5485109090805054,
1,387,,,2.5813167095184326
1,387,1.686143159866333,,
2,399,,0.4657434821128845,
2,449,,0.08641107380390167,
2,499,,0.018013229593634605,
2,549,,0.007061916869133711,
2,581,,,0.1620415896177292
2,581,0.12195796519517899,,
3,599,,0.0010572504252195358,
3,649,,0.0016616738867014647,
3,699,,0.0013987596612423658,
3,749,,0.0009997686138376594,
3,775,,,0.07148592919111252
3,775,0.0017256403807550669,,
4,799,,0.000946314656175673,
4,849,,0.0009192467550747097,
4,899,,0.0010431724367663264,
4,949,,0.0008785359095782042,
4,969,,,0.03986814245581627
4,969,0.0009477328858338296,,
5,999,,0.0007833318668417633,
5,1049,,0.0005710343830287457,
5,1099,,0.0007506703259423375,
5,1149,,0.0009586138185113668,
5,1163,,,0.027783352881669998
5,1163,0.0007416093721985817,,
6,1199,,0.0005344601231627166,
6,1249,,0.0009038825519382954,
6,1299,,0.00047795637510716915,
6,1349,,0.00035653181839734316,
6,1357,,,0.022481968626379967
6,1357,0.0006270179874263704,,
7,1399,,0.0004412597918417305,
7,1449,,0.0004981665988452733,
7,1499,,0.0004828138626180589,
7,1549,,0.0005097688408568501,
7,1551,,,0.01913272775709629
7,1551,0.0005580193246714771,,
8,1599,,0.00037104199873283505,
8,1649,,0.0007363605545833707,
8,1699,,0.0005068490863777697,
8,1745,,,0.016953954473137856
8,1745,0.0005926379235461354,,
9,1749,,0.00034326687455177307,
9,1799,,0.00046582025242969394,
9,1849,,0.00048445683205500245,
9,1899,,0.0006723061669617891,
9,1939,,,0.016293669119477272
9,1939,0.0005022722180001438,,
10,1949,,0.0012058420106768608,
10,1999,,0.0006324814166873693,
10,2049,,0.0007149504381231964,
10,2099,,0.00041180604603141546,
10,2133,,,0.015521852299571037
10,2133,0.0005759242339991033,,
11,2149,,0.00047297461424022913,
11,2199,,0.0006580579793080688,
11,2249,,0.0004183062701486051,
11,2299,,0.001195145072415471,
11,2327,,,0.015742361545562744
11,2327,0.0006461639422923326,,
12,2349,,0.0003131728735752404,
12,2399,,0.0008560965652577579,
12,2449,,0.0007008957909420133,
12,2499,,0.00034436548594385386,
12,2521,,,0.01456486526876688
12,2521,0.000643010251224041,,
13,2549,,0.0005402216920629144,
13,2599,,0.0004380638711154461,
13,2649,,0.0004323120228946209,
13,2699,,0.0003656913759186864,
13,2715,,,0.013189460150897503
13,2715,0.0007205808651633561,,
14,2749,,0.00039388067671097815,
14,2799,,0.0011018547229468822,
14,2849,,0.0002858961815945804,
14,2899,,0.0005313026485964656,
14,2909,,,0.012865740805864334
14,2909,0.0006156928720884025,,
15,2949,,0.000530834833625704,
15,2999,,0.0008154262905009091,
15,3049,,0.0002869786403607577,
15,3099,,0.0003774109936784953,
15,3103,,,0.012504816986620426
15,3103,0.000775128195527941,,
16,3149,,0.00045940594282001257,
16,3199,,0.0003620269999373704,
16,3249,,0.00029694108525291085,
16,3297,,,0.013521602377295494
16,3297,0.0005867264117114246,,
