epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,23.317331314086914,
0,50,,,44.998558044433594
0,50,28.17329978942871,,
1,99,,3.3767664432525635,
1,101,,,11.81631851196289
1,101,9.91560173034668,,
2,149,,1.858213186264038,
2,152,,,6.034531116485596
2,152,1.9603995084762573,,
3,199,,2.049391269683838,
3,203,,,5.6296892166137695
3,203,1.5557801723480225,,
4,249,,0.6032428741455078,
4,254,,,4.312851428985596
4,254,1.1312792301177979,,
5,299,,0.5976300835609436,
5,305,,,2.5922343730926514
5,305,0.6334996819496155,,
6,349,,0.400485098361969,
6,356,,,1.820643663406372
6,356,0.3815958499908447,,
7,399,,0.18983283638954163,
7,407,,,1.262023687362671
7,407,0.24198858439922333,,
8,449,,0.3535052239894867,
8,458,,,0.9638978242874146
8,458,0.22139213979244232,,
9,499,,0.23422253131866455,
9,509,,,0.7764443159103394
9,509,0.19798478484153748,,
10,549,,0.05961686372756958,
10,560,,,0.660586416721344
10,560,0.15593622624874115,,
11,599,,0.20247523486614227,
11,611,,,0.5554508566856384
11,611,0.16352695226669312,,
12,649,,0.11769602447748184,
12,662,,,0.47432616353034973
12,662,0.16316339373588562,,
13,699,,0.16217030584812164,
13,713,,,0.3942050337791443
13,713,0.1473119854927063,,
14,749,,0.2074126899242401,
14,764,,,0.40279796719551086
14,764,0.13406477868556976,,
15,799,,0.3517899513244629,
15,815,,,0.33104774355888367
15,815,0.13347595930099487,,
16,849,,0.11323201656341553,
16,866,,,0.3503991365432739
16,866,0.1207280158996582,,
17,899,,0.07063408195972443,
17,917,,,0.3320862054824829
17,917,0.1213112324476242,,
18,949,,0.11952337622642517,
18,968,,,0.2937461733818054
18,968,0.13746334612369537,,
19,999,,0.08982253074645996,
19,1019,,,0.2832394242286682
19,1019,0.1421012431383133,,
20,1049,,0.06069990247488022,
20,1070,,,0.2745397090911865
20,1070,0.13932396471500397,,
21,1099,,0.23013295233249664,
21,1121,,,0.2826893925666809
21,1121,0.13800999522209167,,
22,1149,,0.06260760873556137,
22,1172,,,0.2867635190486908
22,1172,0.13631916046142578,,
23,1199,,0.08304672688245773,
23,1223,,,0.2621794044971466
23,1223,0.1259697526693344,,
24,1249,,0.22023995220661163,
24,1274,,,0.2508820593357086
24,1274,0.1480109542608261,,
25,1299,,0.13554009795188904,
25,1325,,,0.256000816822052
25,1325,0.14616438746452332,,
26,1349,,0.15030553936958313,
26,1376,,,0.27977558970451355
26,1376,0.12488969415426254,,
27,1399,,0.0952196940779686,
27,1427,,,0.27008602023124695
27,1427,0.13122180104255676,,
28,1449,,0.13141858577728271,
28,1478,,,0.2057778537273407
28,1478,0.12627723813056946,,
29,1499,,0.15349259972572327,
29,1529,,,0.2282724231481552
29,1529,0.13186977803707123,,
30,1549,,0.07543618977069855,
30,1580,,,0.19184289872646332
30,1580,0.12395837903022766,,
31,1599,,0.12819166481494904,
31,1631,,,0.19761016964912415
31,1631,0.12319917976856232,,
32,1649,,0.25004205107688904,
32,1682,,,0.2084915041923523
32,1682,0.12020502239465714,,
33,1699,,0.0406327061355114,
33,1733,,,0.16042043268680573
33,1733,0.13257810473442078,,
34,1749,,0.1162029430270195,
34,1784,,,0.1847502589225769
34,1784,0.12703321874141693,,
35,1799,,0.09030386060476303,
35,1835,,,0.20746366679668427
35,1835,0.11831921339035034,,
36,1849,,0.08325156569480896,
36,1886,,,0.21295979619026184
36,1886,0.11272133886814117,,
37,1899,,0.07386831939220428,
37,1937,,,0.1780361831188202
37,1937,0.1158348098397255,,
38,1949,,0.10420279949903488,
38,1988,,,0.1405828297138214
38,1988,0.12403906881809235,,
39,1999,,0.22068722546100616,
39,2039,,,0.17677947878837585
39,2039,0.13454274833202362,,
40,2049,,0.18266157805919647,
40,2090,,,0.20623311400413513
40,2090,0.12202347815036774,,
41,2099,,0.14438800513744354,
41,2141,,,0.18456456065177917
41,2141,0.11922656744718552,,
42,2149,,0.10132358968257904,
42,2192,,,0.1986544132232666
42,2192,0.11870875954627991,,
43,2199,,0.12839436531066895,
43,2243,,,0.16121400892734528
43,2243,0.12000639736652374,,
