epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.8260613679885864,
0,99,,1.741426944732666,
0,149,,1.5103124380111694,
0,190,,,6.72737979888916
0,190,4.28568696975708,,
1,199,,2.0184528827667236,
1,249,,1.8976283073425293,
1,299,,1.644411563873291,
1,349,,1.7381466627120972,
1,381,,,6.856173038482666
1,381,1.8166656494140625,,
2,399,,1.5705597400665283,
2,449,,0.8662399053573608,
2,499,,0.31969520449638367,
2,549,,0.027401192113757133,
2,572,,,0.4628978371620178
2,572,0.8132591247558594,,
3,599,,0.0017386478139087558,
3,649,,0.0010899044573307037,
3,699,,0.0013244540896266699,
3,749,,0.0010615220526233315,
3,763,,,0.15231257677078247
3,763,0.0024875805247575045,,
4,799,,0.0012876186519861221,
4,849,,0.0009839768754318357,
4,899,,0.0005827966961078346,
4,949,,0.0005787399131804705,
4,954,,,0.08507773280143738
4,954,0.0007293488597497344,,
5,999,,0.0006601956556551158,
5,1049,,0.00035292934626340866,
5,1099,,0.0007932755979709327,
5,1145,,,0.06091335415840149
5,1145,0.0004950276925228536,,
6,1149,,0.0007942942902445793,
6,1199,,0.0004683996085077524,
6,1249,,0.00042506575118750334,
6,1299,,0.00022832961985841393,
6,1336,,,0.04915538430213928
6,1336,0.00040540023474022746,,
7,1349,,0.0004920836654491723,
7,1399,,0.0002720053889788687,
7,1449,,0.0004386659129522741,
7,1499,,0.00035289651714265347,
7,1527,,,0.043844178318977356
7,1527,0.00041518942452967167,,
8,1549,,0.00035404699156060815,
8,1599,,0.00023668273934163153,
8,1649,,0.000727347913198173,
8,1699,,0.0002820419904310256,
8,1718,,,0.04008307680487633
8,1718,0.0004369253874756396,,
9,1749,,0.0003008120402228087,
9,1799,,0.0004933057934977114,
9,1849,,0.0008814812172204256,
9,1899,,0.0004333574906922877,
9,1909,,,0.038847193121910095
9,1909,0.000453396380180493,,
10,1949,,0.00035651051439344883,
10,1999,,0.0002308780822204426,
10,2049,,0.00039006813312880695,
10,2099,,0.00019325059838593006,
10,2100,,,0.03771915286779404
10,2100,0.0004469604464247823,,
11,2149,,0.0002305086236447096,
11,2199,,0.00036285415990278125,
11,2249,,0.00048793473979458213,
11,2291,,,0.03585582971572876
11,2291,0.00047355450806207955,,
12,2299,,0.0002793555031530559,
12,2349,,0.0005344501696527004,
12,2399,,0.00032086033024825156,
12,2449,,0.00033006176818162203,
12,2482,,,0.03410172462463379
12,2482,0.00047081633238121867,,
13,2499,,0.0002867445000447333,
13,2549,,0.00020508377929218113,
13,2599,,0.00025664796703495085,
13,2649,,0.000466315948870033,
13,2673,,,0.03460679203271866
13,2673,0.0004399021272547543,,
14,2699,,0.0003870277723763138,
14,2749,,0.0003209362621419132,
14,2799,,0.0006865760078653693,
14,2849,,0.0003402066067792475,
14,2864,,,0.03183870390057564
14,2864,0.0004734895774163306,,
15,2899,,0.0003346077573951334,
15,2949,,0.0005084843724034727,
