epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,26.399879455566406,
0,99,,9.24787425994873,
0,149,,3.686607599258423,
0,199,,2.8415908813476562,
0,249,,2.0630218982696533,
0,299,,2.3014941215515137,
0,349,,1.6283072233200073,
0,387,,,8.00027847290039
0,387,8.759368896484375,,
1,399,,1.7313088178634644,
1,449,,1.6357598304748535,
1,499,,1.7808951139450073,
1,549,,1.4619826078414917,
1,599,,1.4963960647583008,
1,649,,0.9079698920249939,
1,699,,0.8225470781326294,
1,749,,0.30264073610305786,
1,775,,,3.6722161769866943
1,775,1.2968066930770874,,
2,799,,0.4557817280292511,
2,849,,0.34809401631355286,
2,899,,0.37103623151779175,
2,949,,0.43493887782096863,
2,999,,0.1699485182762146,
2,1049,,0.17519965767860413,
2,1099,,0.07714389264583588,
2,1149,,0.12170370668172836,
2,1163,,,1.5162426233291626
2,1163,0.23377308249473572,,
3,1199,,0.06718137860298157,
3,1249,,0.09859929978847504,
3,1299,,0.03228691592812538,
3,1349,,0.06855639815330505,
3,1399,,0.08726392686367035,
3,1449,,0.03340647369623184,
3,1499,,0.041821714490652084,
3,1549,,0.03960316628217697,
3,1551,,,0.8811331391334534
3,1551,0.0598662868142128,,
4,1599,,0.02887357771396637,
4,1649,,0.06290290504693985,
4,1699,,0.028502903878688812,
4,1749,,0.22624993324279785,
4,1799,,0.14393751323223114,
4,1849,,0.12575410306453705,
4,1899,,0.07920712977647781,
4,1939,,,1.1128429174423218
4,1939,0.0738755464553833,,
5,1949,,0.0670151636004448,
5,1999,,0.05266342684626579,
5,2049,,0.003801127430051565,
5,2099,,0.01370186172425747,
5,2149,,0.002048049122095108,
5,2199,,0.006641427520662546,
5,2249,,0.005298711825162172,
5,2299,,0.00586081063374877,
5,2327,,,0.24346065521240234
5,2327,0.015483547002077103,,
6,2349,,0.02819725126028061,
6,2399,,0.015348554588854313,
6,2449,,0.0019335176330059767,
6,2499,,0.009120351634919643,
6,2549,,0.012392967008054256,
6,2599,,0.005993109196424484,
6,2649,,0.0071179610677063465,
6,2699,,0.006420767400413752,
6,2715,,,0.3378238379955292
6,2715,0.011445408686995506,,
7,2749,,0.003372737905010581,
7,2799,,0.011841247789561749,
7,2849,,0.0017952700145542622,
7,2899,,0.004828045144677162,
7,2949,,0.0009503761539235711,
7,2999,,0.004935284610837698,
7,3049,,0.0024025123566389084,
7,3099,,0.0013340965379029512,
7,3103,,,0.20585894584655762
7,3103,0.004061964340507984,,
8,3149,,0.001865828176960349,
8,3199,,0.0034395172260701656,
8,3249,,0.0008509268518537283,
8,3299,,0.0034186458215117455,
8,3349,,0.001827233238145709,
8,3399,,0.0009444340248592198,
8,3449,,0.002724525984376669,
8,3491,,,0.1404506415128708
8,3491,0.002135411836206913,,
9,3499,,0.0007231993367895484,
9,3549,,0.001087268814444542,
9,3599,,0.0016949530690908432,
9,3649,,0.0013758355053141713,
9,3699,,0.0013949160929769278,
9,3749,,0.0006463384488597512,
9,3799,,0.0008281773189082742,
9,3849,,0.002804693765938282,
9,3879,,,0.09754681587219238
9,3879,0.001386007759720087,,
10,3899,,0.0014211878878995776,
10,3949,,0.001495526754297316,
10,3999,,0.0004131035238970071,
10,4049,,0.000731897191144526,
10,4099,,0.0005760567728430033,
10,4149,,0.0004268045595381409,
10,4199,,0.0005921381525695324,
10,4249,,0.0011327324900776148,
10,4267,,,0.06991741061210632
10,4267,0.0009679448558017612,,
11,4299,,0.0010741532314568758,
11,4349,,0.001052436651661992,
11,4399,,0.0007375839632004499,
11,4449,,0.0008363191736862063,
11,4499,,0.00047217088285833597,
11,4549,,0.000433881941717118,
11,4599,,0.00026263369363732636,
11,4649,,0.0004664330917876214,
11,4655,,,0.051970742642879486
11,4655,0.000767960911616683,,
12,4699,,0.00048176414566114545,
12,4749,,0.000699783384334296,
12,4799,,0.0004494885797612369,
12,4849,,0.0008081720443442464,
12,4899,,0.0007288248743861914,
12,4949,,0.0012999302707612514,
12,4999,,0.0005682058399543166,
12,5043,,,0.03978290408849716
12,5043,0.0006905933259986341,,
13,5049,,0.0005083050346001983,
13,5099,,0.0006200490170158446,
13,5149,,0.000628566078376025,
13,5199,,0.0008565096068195999,
13,5249,,0.000558470084797591,
13,5299,,0.0004400561738293618,
13,5349,,0.000405031576519832,
13,5399,,0.00040932040428742766,
13,5431,,,0.03170224651694298
13,5431,0.0005998009000904858,,
14,5449,,0.0006124472129158676,
14,5499,,0.0004555284103844315,
14,5549,,0.0007055732421576977,
14,5599,,0.0007951440056785941,
14,5649,,0.0006311888573691249,
14,5699,,0.0005162504967302084,
14,5749,,0.00040760377305559814,
14,5799,,0.0003952507395297289,
14,5819,,,0.02673540636897087
14,5819,0.0005438091466203332,,
15,5849,,0.0010050933342427015,
